Date,EtherPrice,ADA_Price(USDT),BNB_Price(USDT),BNB_Volume(USDT),BNB_Tradecount,BTC_Price(USDT),BTC_Tradecount,EOS_Price(USDT),EOS_Volume(USDT),EOS_Tradecount,ETC_Price(USDT),ETC_Volume(USDT),ETC_Tradecount,ETH_Volume(USDT),ETH_Tradecount,LTC_Price(USDT),LTC_Volume(USDT),LTC_Tradecount,TRX_Price(USDT),TRX_Volume(USDT),TRX_Tradecount,XLM_Price(USDT),XRP_Price(USDT),BTC-Dominance,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockDifficulty,BlockSize,DailyActiveEthAddress,GasLimit,GasUsed,NetworkHash,tokenerc-20txns-ERC20 daily token transfer,TransactionFee,TxGrowth- Ethereum daily transactions,verified-contracts,USD_EURO,USD_YUAN,Gold_Price,NASDAQ_Ind,GOOGLE_TREND,TWEETS,Target
1/11/2018,0.257584115,0,0.022817848,0.171687434,0.019306437,0.181034963,0.035925266,0,0,0,0,0,0,0.039553183,0.03653252,0.606917431,0.011885973,0.019775033,0,0,0,0,0,0,0.022013341,0.043541576,0.107132414,0.055576073,0.363921569,0.769395719,0.000489428,0.204804207,0.084617306,0.049415676,0.068997888,0.593668497,0.091145833,0.222631664,0.252489876,0.161787975,0.319385107,0.344011426,0.465453854,1139.32
1/12/2018,0.287288462,0,0.026359506,0.139840266,0.018888378,0.171043009,0.019313476,0,0,0,0,0,0,0.017892146,0.019735542,0.586167995,0.00621304,0.011630637,0,0,0,0,0,0,0.023980152,0.037425368,0.074989874,0.059339666,0.350650155,0.681910522,0.0005063,0.211022297,0.085982869,0.063369477,0.049988266,0.552328093,0.203125,0.17456495,0.214293532,0.176537071,0.315512078,0.262599469,0.430020284,1261.03
1/13/2018,0.317549263,0,0.027069732,0.049185228,0.009421359,0.179212862,0.017602192,0,0,0,0,0,0,0.014051376,0.019378351,0.635035558,0.005787087,0.010473471,0,0,0,0,0,0,0.025807439,0.040483472,0.080259188,0.065712582,0.363219814,0.740127826,0.000542331,0.212502953,0.087279267,0.051621594,0.052100446,0.597679133,0.1875,0.17456495,0.214293532,0.176537071,0.315512078,0.279738829,0.403524341,1385.02
1/14/2018,0.311316012,0,0.02572597,0.064293431,0.00909885,0.176923391,0.022148261,0,0,0,0,0,0,0.018886773,0.021011428,0.63647788,0.008669549,0.013715611,0,0,0,0,0,0,0.027467321,0.040192224,0.072688081,0.070110444,0.323157895,0.660082125,0.00051159,0.232148979,0.095873386,0.061390661,0.048110772,0.524499251,0.231770833,0.17456495,0.214293532,0.176537071,0.315512078,0.232605591,0.435323698,1359.48
1/15/2018,0.291598534,0,0.023658508,0.109299114,0.014396193,0.17136891,0.021040112,0,0,0,0,0,0,0.01262066,0.017490061,0.596007197,0.004738407,0.009084763,0,0,0,0,0,0,0.029245652,0.033639144,0.066231959,0.073242871,0.375232198,0.83791422,0.000616539,0.221796915,0.088433843,0.058948764,0.047876085,0.617971184,0.140625,0.17456495,0.214293532,0.18795208,0.315512078,0.232605591,0.518762677,1278.69
1/16/2018,0.235848274,0,0.018147791,0.489700343,0.03251928,0.149570728,0.064226745,0,0,0,0,0,0,0.071651172,0.05345927,0.517493502,0.021726159,0.026528535,0,0,0,0,0,0.052035589,0.031287037,0.025921072,0.067538741,0.07516149,0.394241486,0.875566233,0.000580507,0.226642494,0.099254634,0.061947688,0.047876085,0.671523211,0.197916667,0.117869471,0.191091168,0.178853978,0.306967459,0.348296266,0.521424949,1050.26
1/17/2018,0.229607701,0,0.013981298,0.491604406,0.031337935,0.128660907,0.079902574,0,0,0,0,0,0,0.09152003,0.069096055,0.450289892,0.022557937,0.02741484,0,0,0,0,0,0.052035589,0.033261442,0.023445464,0.063746518,0.083754887,0.387223942,0.851171427,0.000581079,0.222361386,0.106948506,0.057456699,0.044121098,0.670884474,0.208333333,0.125269013,0.183977235,0.181566456,0.309482931,0.356865946,0.500147904,1024.69
1/18/2018,0.226747336,0,0.014776529,0.328770864,0.025997606,0.129042097,0.060249468,0,0,0,0,0,0,0.061045846,0.048670138,0.461528575,0.01404575,0.019589908,0,0,0,0,0,0.052035589,0.03510818,0.025629824,0.066071821,0.086593978,0.372321981,0.798790386,0.000642991,0.221191546,0.103511993,0.068533634,0.045998592,0.617045653,0.21875,0.120827113,0.167013243,0.172976944,0.311918547,0.24974495,0.443289385,1012.97
1/19/2018,0.23269992,0,0.015335839,0.144902337,0.013456062,0.133208873,0.041283218,0,0,0,0,0,0,0.033837782,0.029447911,0.473010025,0.008248311,0.012877908,0,0,0,0,0,0.052035589,0.036532563,0.026357944,0.062390544,0.08555428,0.313312693,0.582395666,0.000568926,0.201537149,0.102825977,0.063167527,0.039427364,0.495792801,0.270833333,0.120827113,0.146765897,0.179814647,0.318426832,0.198326872,0.312204192,1037.36
1/20/2018,0.260312688,0,0.016976427,0.1256491,0.012329062,0.148529242,0.037860965,0,0,0,0,0,0,0.024251671,0.023576017,0.507582898,0.008217572,0.012725003,0,0,0,0,0,0.052035589,0.037820672,0.029561672,0.062282815,0.100289739,0.28375645,0.460942645,0.000577934,0.224376777,0.11822094,0.090376071,0.037315184,0.451786628,0.244791667,0.120827113,0.146765897,0.179814647,0.318426832,0.168332993,0.429639959,1150.5
1/21/2018,0.235562725,0,0.016343276,0.160541247,0.015539229,0.148986204,0.055041864,0,0,0,0,0,0,0.035358804,0.032579599,0.505255191,0.009058034,0.014717688,0,0,0,0,0,0.052035589,0.0390691,0.019367992,0.047014414,0.101683857,0.271042312,0.664330615,0.00057822,0.20837352,0.109838567,0.06585132,0.026519596,0.468291189,0.130208333,0.120827113,0.146765897,0.179814647,0.318426832,0.151193634,0.543018932,1049.09
1/22/2018,0.223494038,0,0.0138407,0.138389914,0.013993057,0.132002105,0.05552567,0,0,0,0,0,0,0.037547095,0.034669859,0.460000571,0.008397978,0.013963536,0,0,0,0,0,0.052035589,0.040608721,0.017183632,0.037686959,0.105147759,0.251764706,0.531876046,0.000532894,0.226745041,0.118771836,0.068916822,0.023703356,0.443116884,0.213541667,0.124775142,0.151690927,0.177949819,0.323058495,0.168332993,0.671441853,999.64
1/23/2018,0.219791672,0,0.013050474,0.11165148,0.012137072,0.125916889,0.054263058,0,0,0,0,0,0,0.032162533,0.032417339,0.440664896,0.006782863,0.012141778,0,0,0,0,0,0.011593421,0.04219598,0.021552352,0.045435523,0.105788074,0.235562436,0.473912291,0.000495147,0.229665569,0.117963035,0.081396312,0.029335837,0.40985691,0.252604167,0.101654128,0.147860348,0.181283906,0.324895189,0.155478474,0.492076572,984.47
1/24/2018,0.238659827,0,0.013768322,0.092312888,0.010535886,0.130828727,0.044473459,0,0,0,0,0,0,0.026595504,0.028069325,0.444734813,0.005859529,0.011251104,0,0,0,0,0,0.011593421,0.04383449,0.02111548,0.043157968,0.115195896,0.2249742,0.441533785,0.000556057,0.208313752,0.127995045,0.095383402,0.025815536,0.398755025,0.270833333,0.046783165,0.109554558,0.196428571,0.319065682,0.146908794,0.507648749,1061.78
1/25/2018,0.234898887,0,0.013799814,0.066460919,0.008322869,0.133960345,0.033017047,0,0,0,0,0,0,0.023405575,0.023815347,0.448433439,0.005342485,0.008495531,0,0,0,0,0,0.011593421,0.044852298,0.01965924,0.037354597,0.122581377,0.206501548,0.317497349,0.000495433,0.173104547,0.131348002,0.11369134,0.020417742,0.305038979,0.229166667,0,0.059100361,0.207448011,0.315671791,0.151193634,0.422477181,1046.37
1/26/2018,0.235438256,0,0.013287473,0.08443399,0.009335164,0.131865966,0.047843011,0,0,0,0,0,0,0.028928728,0.028835868,0.442250021,0.006777403,0.009865127,0,0,0,0,0,0.011593421,0.046139788,0.0145624,0.029591696,0.121534858,0.255789474,0.480323677,0.000484995,0.196818597,0.131466891,0.117770292,0.018047407,0.428528532,0.252604167,0.031425867,0.060194812,0.200779837,0.319584747,0.134054275,0.388269101,1048.58
1/27/2018,0.250203789,0,0.013474962,0.044827469,0.005693575,0.134416391,0.030870701,0,0,0,0,0,0,0.018565056,0.021950881,0.444734813,0.004094637,0.006958832,0,0,0,0,0,0.011593421,0.047152645,0.015144896,0.028783513,0.119129879,0.18130031,0.384531661,0.000455112,0.147131735,0.128807714,0.064302295,0.014691387,0.337595071,0.1953125,0.031425867,0.060194812,0.200779837,0.319584747,0.108345236,0.344637424,1109.08
1/28/2018,0.280100943,0,0.013940489,0.06396097,0.00782151,0.141077055,0.030675881,0,0,0,0,0,0,0.028584219,0.033056094,0.474752235,0.006450679,0.010483301,0,0,0,0,0,0.011593421,0.048311542,0.017183632,0.029144858,0.121463695,0.217358101,0.412405035,0.000459973,0.182265615,0.1340189,0.066419444,0.016381131,0.380361212,0.166666667,0.031425867,0.060194812,0.200779837,0.319584747,0.181187513,0.419497972,1231.58
1/29/2018,0.265062064,0,0.013490746,0.038113729,0.007678965,0.139003909,0.024812598,0,0,0,0,0,0,0.020370113,0.029617391,0.47388113,0.004908495,0.00940368,0,0,0,0,0,0.011593421,0.049421526,0.022426096,0.042277811,0.135570466,0.239050568,0.465472513,0.000490858,0.195879003,0.150489136,0.04896887,0.02558085,0.416110237,0.278645833,0.065123306,0.074313232,0.194055154,0.318746257,0.168332993,0.571099561,1169.96
1/30/2018,0.239140622,0,0.011731736,0.061231076,0.013008158,0.125320625,0.039058216,0,0,0,0,0,0,0.031113451,0.044937957,0.4331534,0.007836583,0.015797309,0,0,0,0,0,0.066055541,0.050696563,0.01747488,0.032391655,0.136325201,0.238555212,0.433571731,0.000447963,0.204652889,0.145351942,0.065868334,0.020417742,0.39344595,0.380208333,0.046783165,0.060194812,0.191003617,0.309363146,0.146908794,0.531524679,1063.75
1/31/2018,0.250748039,0,0.010552672,0.042550353,0.01099849,0.117222879,0.029912268,0,0,0,0,0,0,0.019312511,0.033009347,0.409690686,0.004961022,0.01159678,0,0,0,0,0,0.066055541,0.051882877,0.01893112,0.031425473,0.141056244,0.231909185,0.437347136,0.000458401,0.21050077,0.155868258,0.08861326,0.020652429,0.371510256,0.315104167,0.028555177,0.021013462,0.188347649,0.309482931,0.134054275,0.515022819,1111.31
2/1/2018,0.229973788,0,0.009054146,0.103350887,0.017261801,0.108850691,0.048048751,0,0,0,0,0,0,0.041446482,0.060456883,0.37431811,0.009058318,0.017106834,0,0,0,0,0,0.066055541,0.053063641,0.022280472,0.047127661,0.147157684,0.261341589,0.517323266,0.000440957,0.214413956,0.166080419,0.074548497,0.03191739,0.469960291,0.229166667,0.002843162,0.035022436,0.185804702,0.307925734,0.146908794,0.584178499,1026.19
2/2/2018,0.203439759,0,0.007849364,0.195620984,0.026688729,0.097093007,0.069792495,0,0,0,0,0,0,0.078848217,0.088968589,0.327478365,0.017883669,0.029387865,0,0,0,0,0,0.066055541,0.054359978,0.015581768,0.039940766,0.154188899,0.258410733,0.50672523,0.000381047,0.204512947,0.172752268,0.075200952,0.023703356,0.449273615,0.296875,0.019959717,0.036664113,0.190212477,0.292233979,0.194042032,0.575557809,917.47
2/3/2018,0.216472478,0,0.008012214,0.112302813,0.019403323,0.096888506,0.049868603,0,0,0,0,0,0,0.032136364,0.048633318,0.351141005,0.020715207,0.029467048,0,0,0,0,0,0.066055541,0.055393218,0.014708024,0.031280699,0.162591288,0.184231166,0.362415703,0.000402781,0.187422745,0.171496497,0.052367996,0.016357663,0.324486371,0.294270833,0.019959717,0.036664113,0.190212477,0.292233979,0.114772495,0.49211883,970.87
2/4/2018,0.18150379,0,0.006955114,0.095720981,0.015072393,0.091158002,0.054397264,0,0,0,0,0,0,0.037812211,0.051058928,0.373504127,0.044024361,0.054629811,0,0,0,0,0,0.066055541,0.056447953,0.011941168,0.030894963,0.161623373,0.187327141,0.369420764,0.000436667,0.176072115,0.171256245,0.08800519,0.015371978,0.314295042,0.317708333,0.019959717,0.036664113,0.190212477,0.292233979,0.114772495,0.437161934,827.59
2/5/2018,0.149163612,0,0.004669056,0.151058882,0.019631395,0.072300095,0.082469105,0,0,0,0,0,0,0.076299452,0.076168572,0.322822951,0.044011166,0.049373689,0,0,0,0,0,0.066055541,0.057506658,0.009319936,0.027817092,0.165782319,0.216904025,0.415854228,0.00037061,0.195649964,0.182476998,0.068626102,0.016029101,0.370369816,0.385416667,0.033341197,0.021998468,0.181283906,0.26660012,0.181187513,0.421399594,695.08
2/6/2018,0.171111784,0,0.004555716,0.301883272,0.034595989,0.067901923,0.122427989,0,0,0,0,0,0,0.137216006,0.122250657,0.313840574,0.057855219,0.063606448,0,0,0,0,0,0.040172553,0.058621382,0.011213048,0.029378732,0.165911002,0.232569659,0.423697238,0.000404496,0.183097236,0.177203612,0.08374796,0.017272941,0.379698513,0.333333333,0.051116707,0.019809566,0.189816908,0.275583949,0.189757192,0.542406187,785.01
2/7/2018,0.163009045,0,0.005580015,0.214824782,0.027598346,0.073416186,0.079522746,0,0,0,0,0,0,0.074340796,0.069685537,0.330977066,0.025969005,0.033873999,0,0,0,0,0,0.040172553,0.05959038,0.010630552,0.027570873,0.173684858,0.192074303,0.369958783,0.00042194,0.177171483,0.187771734,0.065050917,0.01551279,0.327585703,0.322916667,0.099694554,0,0.171564195,0.275943302,0.116914915,0.575959263,751.81
2/8/2018,0.17807721,0,0.00562783,0,0,0.074490313,0,0,0,0,0,0,0,0,0,0.334075915,0,0,0,0,0,0,0,0.040172553,0.060358446,0.010630552,0.025114775,0.17128205,0.132652219,0.258857979,0.000347875,0.155812341,0.182824564,0.050033362,0.010912931,0.224788068,0.3203125,0.120827113,0.06271205,0.151842224,0.255899381,0.101917976,0.775312711,813.55
2/9/2018,0.193777487,0,0.006984605,0.115174834,0.013572326,0.083572923,0.041254731,0,0,0,0,0,0,0.018254127,0.033938873,0.370862251,0.009115718,0.014314673,0,0,0,0,0,0.040172553,0.061295068,0.010630552,0.02210907,0.179889556,0.173973168,0.33657072,0.000313703,0.173802132,0.189431463,0.07109241,0.012015959,0.306006444,0.3359375,0.126751099,0.034694101,0.157493219,0.255859453,0.108345236,0.64640382,877.88
2/10/2018,0.187156183,0,0.00772817,0.162072897,0.020361718,0.089768632,0.083112914,0,0,0,0,0,0,0.043910153,0.060199323,0.388412875,0.019208662,0.03090982,0,0,0,0,0,0.040172553,0.062365766,0.010339304,0.023503652,0.173257103,0.174509804,0.36827361,0.000345731,0.192710965,0.192632742,0.095142245,0.013424079,0.349874087,0.184895833,0.126751099,0.034694101,0.157493219,0.255859453,0.080493777,0.610991379,850.75
2/11/2018,0.177513435,0,0.00681906,0.145781196,0.02560917,0.084605833,0.081063108,0,0,0,0,0,0,0.03843064,0.056022053,0.36629252,0.012896181,0.027100292,0,0,0,0,0,0.040172553,0.063299366,0.009174312,0.020752159,0.191286695,0.151001032,0.30083733,0.000210899,0.167196058,0.196449769,0.110396518,0.010701713,0.293792575,0.213541667,0.126751099,0.034694101,0.157493219,0.255859453,0.069781677,0.69216954,811.24
2/12/2018,0.190699911,0,0.006887357,0.090585038,0.020699149,0.087677917,0.073630185,0,0,0,0,0,0,0.028600596,0.052786763,0.376103162,0.013175099,0.026410579,0,0,0,0,0,0.040172553,0.064383244,0.009028688,0.019217028,0.190198935,0.175686275,0.376017674,0.000319279,0.173954953,0.205824338,0.103111514,0.010631307,0.335369602,0.359375,0.106558655,0.065776513,0.163878843,0.26468357,0.086921037,0.716658215,865.27
2/13/2018,0.184771732,0,0.007150842,0.063386207,0.013036667,0.091642025,0.061639165,0,0,0,0,0,0,0.021447582,0.040808337,0.39239711,0.010804284,0.021150635,0,0,0,0,0,0.112698841,0.065268725,0.009611184,0.020428265,0.194513386,0.139649123,0.285738801,0.000239066,0.149063202,0.20876057,0.086610032,0.010349683,0.273069956,0.333333333,0.059802723,0.080004378,0.172581374,0.26552206,0.089063456,0.471623563,840.98
2/14/2018,0.204084073,0,0.007962936,0.123212767,0.019263005,0.096157185,0.079523379,0,0,0,0,0,0,0.030052632,0.052146924,0.464541742,0.108526774,0.149310451,0,0,0,0,0,0.112698841,0.066144783,0.010776176,0.021603634,0.191607317,0.168875129,0.315648297,0.000269378,0.143837469,0.196237203,0.071200413,0.010607839,0.273490788,0.421875,0.043897635,0.086352194,0.174107143,0.277221002,0.091205876,0.477391819,920.11
2/15/2018,0.205997491,0,0.00939717,0.206202975,0.030909408,0.108354844,0.094313259,0,0,0,0,0,0,0.03119066,0.054216788,0.551923571,0.099963648,0.155390078,0,0,0,0,0,0.112698841,0.067097112,0.010339304,0.020272525,0.182225077,0.167987616,0.335083439,0.000173151,0.166512972,0.200353345,0.092448096,0.010443558,0.296654533,0.322916667,0.002843162,0.086352194,0.200045208,0.282491515,0.101917976,0.50245098,927.95
2/16/2018,0.208455159,0,0.010056269,0.093397643,0.016511656,0.114273362,0.062179945,0,0,0,0,0,0,0.022572564,0.043079628,0.57452946,0.060074663,0.099599279,0,0,0,0,0,0.112698841,0.067950188,0.0109218,0.020307786,0.19756178,0.145407637,0.247259662,0.000232346,0.162042946,0.209673877,0.092056031,0.009669092,0.242320748,0.377604167,0.021867668,0.086352194,0.205583183,0.277540427,0.080493777,0.593813387,938.02
2/17/2018,0.217424305,0,0.010623741,0.108799357,0.018443591,0.122889269,0.063489561,0,0,0,0,0,0,0.021401394,0.038919505,0.584925599,0.027674791,0.047396841,0,0,0,0,0,0.112698841,0.068800686,0.011795544,0.020658119,0.194847962,0.169762642,0.255663881,0.000197315,0.180310946,0.210533669,0.106008353,0.011476179,0.292731508,0.1953125,0.021867668,0.086352194,0.205583183,0.277540427,0.076208937,0.542871028,974.77
2/18/2018,0.202568471,0,0.010223662,0.104092004,0.018143355,0.124782396,0.083105951,0,0,0,0,0,0,0.032156118,0.05034563,0.564561734,0.044337354,0.072538852,0,0,0,0,0,0.112698841,0.069567696,0.012814912,0.022484237,0.199515128,0.145902993,0.250220309,0.000159711,0.183324626,0.210527666,0.116792349,0.013517954,0.280760254,0.239583333,0.021867668,0.086352194,0.205583183,0.277540427,0.078351357,0.426766396,913.9
2/19/2018,0.208887143,0,0.009744275,0.061938423,0.012594553,0.125656934,0.056098262,0,0,0,0,0,0,0.014955376,0.032574546,0.554465484,0.024947497,0.044663111,0,0,0,0,0,0.112698841,0.070472846,0.010339304,0.017910156,0.195350136,0.168111455,0.314680482,0.000227628,0.18636613,0.20928991,0.122294569,0.0109364,0.322163557,0.286458333,0.021867668,0.086352194,0.192924955,0.277540427,0.078351357,0.435006761,939.79
2/20/2018,0.195642093,0,0.009155628,0.112729733,0.018181219,0.132485462,0.06643513,0,0,0,0,0,0,0.023543288,0.039218397,0.576285951,0.078847023,0.107625718,0,0,0,0,0,0.138312214,0.07141616,0.010048056,0.018395347,0.188515511,0.221816305,0.348926591,0.000296831,0.220778607,0.202864803,0.167407151,0.013025111,0.378708584,0.3515625,0.067060419,0.07683047,0.181622966,0.268716311,0.082636197,0.433717884,885.52
2/21/2018,0.184556961,0,0.007854369,0.10874625,0.0198049,0.126528392,0.083866557,0,0,0,0,0,0,0.035610172,0.056982081,0.559363665,0.072768872,0.09432459,0,0,0,0,0,0.138312214,0.072181721,0.009902432,0.017130691,0.185191611,0.198988648,0.307649138,0.000329431,0.204405116,0.206786965,0.147886772,0.012931237,0.351457075,0.294270833,0.083576643,0.07683047,0.171677215,0.267718107,0.089063456,0.422371535,840.1
2/22/2018,0.175900209,0,0.007073845,0.084629711,0.016287815,0.115016008,0.078158529,0,0,0,0,0,0,0.027305638,0.046372134,0.508111273,0.058358781,0.082683577,0,0,0,0,0,0.138312214,0.072877084,0.00873744,0.015059583,0.19600735,0.166790506,0.273384476,0.000211328,0.175181841,0.210788817,0.167475207,0.009974184,0.285104111,0.299479167,0.07773698,0.089963883,0.165913201,0.266759832,0.076208937,0.384170047,804.63
2/23/2018,0.188120213,0,0.007293596,0.076109507,0.014346525,0.112489147,0.07201908,0,0,0,0,0,0,0.030947712,0.049623668,0.503655785,0.062897881,0.09140792,0,0,0,0,0,0.138312214,0.073564415,0.009902432,0.016384483,0.193916637,0.147100103,0.252138932,0.000325999,0.162883583,0.21511863,0.174833447,0.01023234,0.263531591,0.265625,0.091380586,0.074422677,0.172016275,0.270752645,0.069781677,0.41634973,854.7
2/24/2018,0.182943735,0,0.007483703,0.062938241,0.012520385,0.111481301,0.051514367,0,0,0,0,0,0,0.01693531,0.031087305,0.523348471,0.047946056,0.063712935,0,0,0,0,0,0.138312214,0.074158486,0.009611184,0.017168656,0.19503494,0.156842105,0.200227885,0.000361459,0.166053406,0.212494154,0.186130086,0.010255808,0.263364606,0.135416667,0.091380586,0.074422677,0.172016275,0.270752645,0.061211998,0.351546653,833.49
2/25/2018,0.184600891,0,0.007236387,0.039657245,0.007200324,0.106976299,0.034999592,0,0,0,0,0,0,0.010513198,0.022657501,0.539899466,0.04619897,0.053000276,0,0,0,0,0,0.138312214,0.074718236,0.009028688,0.013433394,0.213875545,0.142414861,0.200220155,0.000244356,0.160176726,0.22392568,0.144740638,0.008425252,0.231705591,0.2734375,0.091380586,0.074422677,0.172016275,0.270752645,0.048357478,0.367710446,840.28
2/26/2018,0.191273448,0,0.007868922,0.058425837,0.010821422,0.112217785,0.043183151,0,0,0,0,0,0,0.013840324,0.022914339,0.557307286,0.060140016,0.070248002,0,0,0,0,0,0.138312214,0.075462075,0.008591816,0.014872768,0.203656399,0.164829721,0.305946959,0.000322282,0.154145129,0.218396625,0.110125771,0.008354846,0.26680315,0.5,0.092357507,0.051001423,0.183487794,0.276262727,0.067639257,0.385480054,867.62
2/27/2018,0.192239919,0,0.008786964,0.113711185,0.01633637,0.120344839,0.036103468,0,0,0,0,0,0,0.011385035,0.018887237,0.55186645,0.03642688,0.043002996,0,0,0,0,0,0.232138043,0.07624464,0.009611184,0.015048136,0.195630603,0.150629515,0.281366629,0.000196171,0.156384046,0.210057128,0.105703578,0.008777282,0.234701587,0.375,0.120333966,0.056911459,0.176367541,0.270992214,0.067639257,0.41706812,871.58
2/28/2018,0.187339227,0,0.0091979,0.075552882,0.012422162,0.120520114,0.042013596,0,0,0,0,0,0,0.009264292,0.0169744,0.528946391,0.027009411,0.034465962,0,0,0,0,0,0.232138043,0.076981452,0.012232416,0.018311492,0.207072704,0.163611971,0.318168326,0.00032414,0.182065721,0.227312176,0.158985159,0.013118986,0.2540097,0.403645833,0.134172453,0.069059866,0.162296564,0.263365941,0.061211998,0.444113421,851.5
