Date,EtherPrice,ADA_Price(USDT),BNB_Price(USDT),BNB_Volume(USDT),BNB_Tradecount,BTC_Price(USDT),BTC_Tradecount,EOS_Price(USDT),EOS_Volume(USDT),EOS_Tradecount,ETC_Price(USDT),ETC_Volume(USDT),ETC_Tradecount,ETH_Volume(USDT),ETH_Tradecount,LTC_Price(USDT),LTC_Volume(USDT),LTC_Tradecount,TRX_Price(USDT),TRX_Volume(USDT),TRX_Tradecount,XLM_Price(USDT),XRP_Price(USDT),BTC-Dominance,AddressCount,AverageDailyTransactionFee,AvgGasPrice,BlockDifficulty,BlockSize,DailyActiveEthAddress,GasLimit,GasUsed,NetworkHash,ERC20 daily token transfer,TransactionFee, Ethereum daily transactions,verified-contracts,USD_EURO,USD_YUAN,Gold_Price,NASDAQ_Ind,GOOGLE_TREND,TWEETS
2016-01-31,2.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.82,54494,0.01,66544976813.0,10.696,1135,4392,3141694,528433090,646.7083,2,3.39e+19,14166,0,0.923190547,6.5752,1112.9,117.04,2.01,0
2016-02-01,2.17,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,87.82,55186,0.0,66170097350.0,10.917,1081,4200,3141687,467975052,679.1845,13,3.25e+19,14199,0,0.918442322,6.5778,1122.0,116.92,2.76,0
2016-02-02,2.45,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,55768,0.01,65763607541.0,10.674,1077,4167,3141681,463852720,648.4793,169,2.95e+19,14291,0,0.916758343,6.5795,1123.6,114.89,2.8,0
2016-02-03,2.53,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,56445,0.0,64138762372.0,10.857,1060,4328,3141616,454011879,696.9209,24,2.77e+19,14274,0,0.904895485,6.5765,1130.0,114.86,2.72,0
2016-02-04,2.57,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,57050,0.01,73409019027.0,11.114,1087,4078,3141737,490608958,694.2255,8,3.27e+19,14371,0,0.892936869,6.5638,1146.25,115.72,2.92,0
2016-02-05,2.57,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,57863,0.01,68267066894.0,11.176,1117,4699,3141759,532003821,698.6372,12,3.9e+19,15249,0,0.898391879,6.571,1158.5,112.96,2.36,0
2016-02-06,2.53,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,58402,0.02,132000000000.0,10.867,1678,3840,3148709,1516518359,674.6478,9,2.41e+20,31418,0,0.898391879,6.571,1158.5,112.96,2.08,0
2016-02-07,3.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,58925,0.01,81674346130.0,11.05,1026,4055,3141675,456085675,693.3343,21,5.31e+19,14264,0,0.898391879,6.571,1158.5,112.96,2.36,0
2016-02-08,3.16,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,86.3,59593,0.01,80464718771.0,11.54,1034,4497,3141641,449250211,723.2448,32,3.78e+19,14719,0,0.895255148,6.571,1173.4,110.12,3.16,0
2016-02-09,3.76,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,60346,0.01,125000000000.0,11.245,1032,4757,3141802,459451796,699.4473,5,5.02e+19,15517,0,0.884955752,6.571,1188.9,109.4,3.56,0
2016-02-10,4.35,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,61635,0.01,141000000000.0,11.659,1106,6032,3141830,490191172,718.0474,13,5.89e+19,17141,0,0.891106755,6.571,1183.4,109.6,3.84,0
2016-02-11,6.38,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,63947,0.01,66426480457.0,11.994,1280,7682,3141718,682060218,747.5285,51,4.65e+19,21440,0,0.880126738,6.571,1223.25,108.82,4.0,0
2016-02-12,5.27,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,65483,0.01,62799761220.0,11.553,1171,6485,3141698,540874146,720.7269,10,3.31e+19,18109,0,0.890075656,6.571,1239.5,110.1,3.4,0
2016-02-13,5.22,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,66901,0.01,57729244744.0,12.097,1222,6066,3141725,634287258,766.029,3,3.61e+19,19327,0,0.890075656,6.571,1239.5,110.1,2.2,0
2016-02-14,5.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,68010,0.01,53479540613.0,12.497,1140,5550,3141778,514552660,775.2691,6,2.78e+19,16624,0,0.890075656,6.571,1239.5,110.1,2.64,0
2016-02-15,5.22,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.34,68996,0.01,56788416456.0,12.875,1127,5686,3141706,545779880,794.6889,23,3.07e+19,17159,0,0.890075656,6.571,1208.45,110.1,3.12,0
2016-02-16,4.25,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,69956,0.01,55814592783.0,12.696,1128,5689,3141729,589465103,789.694,16,3.33e+19,17549,0,0.897666068,6.5154,1212.0,112.56,2.96,0
2016-02-17,3.86,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,70919,0.01,54601880947.0,12.722,1265,5730,3143592,724546098,770.0884,25,4.1e+19,19990,0,0.897666068,6.527,1202.4,114.67,3.44,0
2016-02-18,4.36,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,71720,0.01,54513971078.0,12.182,1109,5538,3141782,538282068,750.9481,8,2.93e+19,16969,0,0.901550667,6.5163,1204.4,113.74,3.28,0
2016-02-19,4.45,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,73097,0.01,54608221632.0,12.651,1157,5532,3141756,656406787,794.8141,4,3.7e+19,18412,0,0.898714838,6.5202,1221.5,114.12,3.32,0
2016-02-20,4.37,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,73761,0.01,53778238540.0,12.814,1046,5229,3141824,499477626,800.292,0,2.68e+19,16714,0,0.898714838,6.5202,1221.5,114.12,2.32,0
2016-02-21,4.63,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,75500,0.01,54255151037.0,12.959,1051,6288,3141902,507918522,808.8832,3,2.81e+19,17119,0,0.898714838,6.5202,1221.5,114.12,2.88,0
2016-02-22,5.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,85.88,76417,0.01,59577980579.0,13.432,1090,6009,3142258,554402169,844.5991,24,3.25e+19,18190,0,0.907605736,6.5197,1203.65,115.7,3.56,0
2016-02-23,5.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,77363,0.03,61016867321.0,13.784,1117,6049,3142409,1552859093,849.5091,39,9.42e+19,18482,0,0.907770516,6.5263,1218.75,114.55,3.36,0
2016-02-24,6.23,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,78179,0.02,58177356219.0,13.623,1109,6037,3143956,893246284,846.5788,34,5.2e+19,19540,0,0.907358679,6.529,1232.25,115.6,3.36,0
2016-02-25,5.93,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,79187,0.01,57464169480.0,13.574,1114,6600,3141897,568292172,855.9038,33,3.16e+19,19503,0,0.906947216,6.532,1235.4,115.66,3.48,0
2016-02-26,6.03,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,80568,0.01,54600904591.0,14.049,1289,5928,3143521,961624302,881.5024,38,5.09e+19,21068,0,0.914745701,6.539,1231.0,116.8,3.12,0
2016-02-27,6.31,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,81372,0.01,54108259575.0,14.565,1102,5919,3141967,532969743,896.6538,11,2.84e+19,18981,0,0.914745701,6.539,1231.0,116.8,2.92,0
2016-02-28,6.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,82742,0.01,54072562583.0,14.737,1091,6499,3141769,524028419,915.9603,9,2.94e+19,19063,0,0.914745701,6.539,1231.0,116.8,3.04,0
2016-02-29,6.35,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,84.21,84582,0.01,58416492222.0,14.937,1175,7116,3141964,583141365,885.9939,45,3.29e+19,20358,0,0.920132499,6.5525,1234.15,116.11,3.6,0
2016-03-01,7.59,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,86447,0.01,59690933816.0,14.453,1157,7659,3142423,588897890,900.4969,40,3.4e+19,21778,0,0.921913893,6.55,1240.0,117.94,3.25,0
2016-03-02,8.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,88628,0.01,67322497890.0,14.99,1199,8545,3142665,610077143,939.1247,46,3.91e+19,23562,0,0.92208391,6.5499,1229.35,120.14,3.45,0
2016-03-03,9.35,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,90921,0.01,56545945782.0,15.599,1248,9065,3242101,664818999,957.2282,28,3.53e+19,24837,0,0.913408842,6.5312,1241.95,120.4,4.35,0
2016-03-04,9.96,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,93327,0.01,53626100171.0,16.141,1249,8979,4695527,684182604,982.6566,141,3.4e+19,24287,0,0.908265213,6.5064,1271.5,120.29,3.0,0
2016-03-05,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,96435,0.01,47489912177.0,16.473,1314,10061,4709277,823063642,1030.3311,8,3.39e+19,27115,0,0.908265213,6.5064,1271.5,120.29,2.8,0
2016-03-06,10.98,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,99307,0.01,47260765636.0,17.342,1366,9726,4438141,839897699,1036.7243,27,3.77e+19,27661,0,0.908265213,6.5064,1271.5,120.29,3.2,0
2016-03-07,9.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.21,101184,0.01,50440843854.0,17.164,1218,8044,3875339,665621532,1047.5369,24,3.04e+19,23271,0,0.908760451,6.5155,1267.6,122.35,3.55,0
2016-03-08,9.88,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,103555,0.01,53596473626.0,17.492,1242,9472,4711522,724565328,1060.2446,63,3.33e+19,24104,0,0.906782735,6.5044,1274.1,119.91,3.1,0
2016-03-09,11.55,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,105944,0.01,38089619702.0,17.867,1279,9249,4712467,722145124,1080.6917,44,2.61e+19,24557,0,0.907276356,6.5105,1258.25,120.27,3.15,0
2016-03-10,11.11,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,108347,0.01,30204433047.0,18.006,1222,9813,4712870,688871222,1124.5588,38,2.03e+19,24814,0,0.895896793,6.507,1247.25,119.3,2.95,0
2016-03-11,11.25,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,109835,0.01,29035652694.0,18.682,1211,9482,4712904,646851762,1152.2742,66,1.92e+19,23124,0,0.894454383,6.494,1262.25,121.28,3.2,0
2016-03-12,13.25,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,111755,0.01,29197411911.0,19.655,1385,9981,4712924,802737599,1215.6928,54,2.43e+19,27887,0,0.894454383,6.494,1262.25,121.28,2.85,0
2016-03-13,15.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,113690,0.01,30820960382.0,20.15,1392,10165,4712904,838358312,1291.2983,27,2.56e+19,28127,0,0.894454383,6.494,1262.25,121.28,3.7,0
2016-03-14,12.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,76.42,115840,0.01,28509995013.0,20.066,1501,10423,4712957,956222024,1246.4302,40,2.78e+19,28528,0,0.900333123,6.4984,1256.55,121.83,4.05,0
2016-03-15,13.09,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.9,117680,0.01,26342144976.0,17.572,1318,10370,4713075,903071543,1295.5505,31,2.4e+19,29273,0,0.899928006,6.511,1233.6,119.48,4.0,0
2016-03-16,12.92,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.9,119290,0.01,25523949148.0,17.778,1316,9656,4713327,892420435,1322.2236,26,2.39e+19,27596,0,0.902934537,6.5189,1233.1,119.19,3.2,1185
2016-03-17,11.14,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.9,120974,0.01,27708932990.0,18.039,1421,10288,4714210,1028386837,1369.4014,32,3.17e+19,33531,0,0.883704489,6.4745,1269.6,120.26,3.6,1211
2016-03-18,10.75,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.9,122851,0.01,26302902480.0,18.3,1403,10764,4713155,944417594,1354.7364,31,2.74e+19,31821,0,0.885582713,6.4682,1254.5,121.76,3.2,1123
2016-03-19,10.55,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,79.9,124108,0.01,29326753003.0,18.652,1494,9581,4713287,1260165166,1419.6017,23,4.43e+19,34779,0,0.885582713,6.4682,1254.5,121.76,2.75,943
